Id,MSSubClass,MSZoning,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,GarageCars,YrSold,SalePrice
255,20,RL,8400,5,6,1957,1957,0,TA,1314,Y,1314,0,1314,1,TA,0,1,2010,145000
256,60,RL,8738,7,5,1999,1999,302,Gd,975,Y,1005,1286,2291,0,Gd,1,2,2006,230000
257,60,FV,8791,6,5,2003,2003,0,Gd,864,Y,864,864,1728,0,Gd,0,2,2008,207500
258,20,RL,8814,7,5,2006,2006,180,Gd,1604,Y,1604,0,1604,1,Gd,1,2,2009,220000
259,60,RL,12435,7,5,2001,2001,172,Gd,963,Y,963,829,1792,0,Gd,1,2,2008,231500
260,20,RM,12702,5,5,1956,1956,0,TA,0,Y,882,0,882,0,TA,0,1,2008,97000
261,80,RL,19296,6,5,1962,1962,399,TA,1362,Y,1382,0,1382,1,TA,1,2,2009,176000
262,60,RL,9588,8,5,2007,2007,270,Gd,1482,Y,1482,1092,2574,0,Ex,1,3,2007,276000
263,80,RL,8471,6,7,1977,1995,46,TA,506,Y,1212,0,1212,1,TA,1,2,2006,151000
264,50,RM,5500,5,7,1929,2001,0,TA,926,Y,926,0,1316,1,TA,0,2,2010,130000
265,30,RM,5232,5,5,1925,2004,0,TA,680,N,764,0,764,0,TA,0,2,2008,73000
266,20,RL,12090,6,6,1981,1981,210,TA,1422,Y,1422,0,1422,0,Gd,1,2,2008,175500
267,60,RL,11207,6,5,1997,1997,0,TA,802,Y,802,709,1511,1,TA,1,2,2006,185000
268,75,RL,8400,5,8,1939,1997,0,TA,720,Y,1052,720,2192,0,Gd,1,1,2008,179500
269,30,RM,6900,5,6,1940,1955,0,TA,740,Y,778,0,778,0,TA,1,1,2008,120500
270,20,RL,7917,6,7,1976,1976,174,TA,1143,Y,1113,0,1113,1,TA,1,1,2007,148000
271,60,FV,10728,8,5,2006,2006,0,Gd,1095,Y,1095,844,1939,0,Gd,1,3,2006,266000
272,20,RL,39104,7,7,1954,2005,0,TA,1385,Y,1363,0,1363,1,TA,2,2,2008,241500
273,60,RL,11764,8,7,1999,2007,348,Gd,1152,Y,1164,1106,2270,0,Gd,1,3,2010,290000
274,20,RL,9600,6,6,1958,1988,183,TA,1240,Y,1632,0,1632,1,TA,1,1,2009,139000
275,20,RL,8314,5,7,1982,1982,0,TA,816,Y,816,0,816,0,TA,0,1,2007,124500
276,50,RL,7264,7,7,1925,2007,0,Gd,952,N,952,596,1548,0,Ex,0,2,2009,205000
277,20,RL,9196,7,5,2003,2003,0,Gd,1560,Y,1560,0,1560,0,Gd,0,2,2010,201000
278,20,RL,19138,4,5,1951,1951,0,TA,864,Y,864,0,864,0,TA,0,2,2010,141000
279,20,RL,14450,9,5,2006,2007,315,Ex,2121,Y,2121,0,2121,0,Ex,1,3,2007,415298
280,60,RL,10005,7,5,1977,1977,299,TA,1160,Y,1156,866,2022,0,TA,1,2,2008,192000
281,60,RL,11287,7,6,1989,1989,340,Gd,807,Y,1175,807,1982,0,Gd,1,2,2007,228500
282,20,FV,7200,6,5,2006,2006,68,Gd,1262,Y,1262,0,1262,0,Gd,0,2,2006,185000
283,120,RL,5063,7,5,2007,2008,166,Gd,1314,Y,1314,0,1314,1,Gd,1,2,2009,207500
284,20,RL,9612,8,5,2008,2009,72,Gd,1468,Y,1468,0,1468,0,Gd,1,3,2009,244600
285,120,RL,8012,6,5,1992,1992,0,Gd,1575,Y,1575,0,1575,1,Gd,0,2,2007,179200
286,160,FV,4251,7,5,2006,2007,0,Gd,625,Y,625,625,1250,0,Gd,0,2,2007,164700
287,50,RL,9786,6,7,1962,1981,0,TA,912,Y,1085,649,1734,0,Gd,1,2,2006,159000
288,20,RL,8125,4,4,1971,1971,0,TA,858,Y,858,0,858,0,TA,0,0,2006,88000
289,20,RL,9819,5,5,1967,1967,31,TA,882,Y,900,0,900,0,TA,0,1,2010,122000
290,70,RL,8730,6,7,1915,2003,0,TA,698,Y,698,698,1396,0,TA,0,1,2007,153575
291,60,RL,15611,8,5,2006,2006,0,Gd,1079,Y,1079,840,1919,0,Gd,1,2,2006,233230
292,190,RL,5687,5,6,1912,2000,0,TA,780,N,936,780,1716,1,Fa,0,0,2008,135900
293,50,RL,11409,5,4,1949,2008,0,TA,768,Y,1148,568,1716,0,TA,1,1,2009,131000
294,60,RL,16659,7,7,1977,1994,34,TA,795,Y,1468,795,2263,1,Gd,1,2,2006,235000
295,20,RL,9600,6,5,1953,1953,238,TA,1416,Y,1644,0,1644,1,TA,2,2,2009,167000
296,80,RL,7937,6,6,1984,1984,0,TA,1003,Y,1003,0,1003,1,TA,0,2,2006,142500
297,50,RM,13710,5,5,1950,1950,0,TA,910,Y,910,648,1558,0,TA,0,1,2007,152000
298,60,FV,7399,7,5,1997,1998,1600,Gd,975,Y,975,975,1950,0,Gd,1,2,2007,239000
299,60,RL,11700,6,6,1968,1968,365,Gd,702,Y,1041,702,1743,0,TA,1,2,2007,175000
300,20,RL,14000,6,8,1950,2004,0,TA,1092,Y,1152,0,1152,0,Gd,1,1,2009,158500
301,190,RL,15750,5,5,1953,1953,56,TA,1165,Y,1336,0,1336,1,TA,2,1,2006,157000
302,60,RL,16226,8,5,1998,1999,0,Gd,1028,Y,1210,1242,2452,0,Gd,1,2,2007,267000
303,20,RL,13704,7,5,2001,2002,150,Gd,1541,Y,1541,0,1541,0,Gd,1,3,2006,205000
304,20,RL,9800,5,7,1972,1972,0,TA,894,Y,894,0,894,1,TA,0,2,2006,149900
305,75,RM,18386,7,9,1880,2002,0,TA,1470,Y,1675,1818,3493,0,Gd,1,3,2008,295000
306,20,RL,10386,8,5,2004,2005,246,Gd,2000,Y,2000,0,2000,1,Gd,0,3,2007,305900
307,60,RL,13474,7,5,1990,1991,246,Gd,700,Y,1122,1121,2243,1,Gd,1,3,2007,225000
308,50,RM,7920,6,7,1920,1950,0,TA,319,Y,1035,371,1406,0,Fa,0,0,2008,89500
309,30,RL,12342,4,5,1940,1950,0,TA,861,Y,861,0,861,0,TA,0,2,2009,82500
310,20,RL,12378,9,5,2003,2004,0,Gd,1896,Y,1944,0,1944,1,Ex,3,3,2006,360000
311,60,RL,7685,6,5,1993,1994,112,TA,697,Y,697,804,1501,0,Gd,1,2,2006,165600
312,20,RL,8000,6,6,1948,2002,0,TA,972,Y,972,0,972,1,TA,1,1,2009,132000
313,190,RM,7800,5,7,1939,1950,0,TA,793,Y,793,325,1118,1,TA,1,2,2006,119900
314,20,RL,215245,7,5,1965,1965,0,TA,2136,Y,2036,0,2036,2,TA,2,2,2009,375000
315,70,RM,9600,7,7,1925,1990,0,TA,728,Y,832,809,1641,0,Ex,1,2,2006,178000
316,60,RL,7795,7,5,2004,2005,0,Gd,716,Y,716,716,1432,1,Gd,1,2,2009,188500
317,60,RL,13005,7,7,1980,1980,278,Gd,845,Y,1153,1200,2353,1,Ex,1,2,2009,260000
318,60,FV,9000,8,5,2006,2006,0,Gd,1088,Y,1088,871,1959,0,Gd,1,3,2007,270000
319,60,RL,9900,7,5,1993,1993,256,Gd,1347,Y,1372,1274,2646,1,Gd,1,3,2009,260000
320,80,RL,14115,7,5,1980,1980,225,TA,1372,Y,1472,0,1472,1,TA,2,2,2009,187500
321,60,RL,16259,9,5,2006,2006,370,TA,1249,Y,1249,1347,2596,0,Gd,0,3,2006,342643
322,60,RL,12099,8,5,2004,2004,388,Gd,1136,Y,1136,1332,2468,1,Gd,1,3,2007,354000
323,60,RL,10380,7,5,1986,1987,172,Gd,1502,Y,1553,1177,2730,1,Gd,1,2,2007,301000
324,20,RM,5820,3,8,1955,2005,0,TA,1162,Y,1163,0,1163,1,TA,0,1,2006,126175
325,80,RL,11275,7,7,1967,2007,300,Gd,710,Y,1898,1080,2978,0,Gd,1,2,2010,242000
326,45,RM,5000,5,6,1941,1950,0,TA,720,N,803,0,803,0,TA,0,2,2007,87000
327,120,RL,10846,8,5,1993,1993,0,Gd,1719,Y,1719,0,1719,2,Gd,2,2,2008,324000
328,20,RL,11600,6,5,1960,1960,175,TA,1383,Y,1383,0,1383,0,TA,0,1,2006,145250
329,75,RL,11888,6,6,1916,1994,0,TA,844,N,1445,689,2134,0,Gd,0,2,2009,214500
330,70,RM,6402,5,5,1920,1950,0,TA,596,N,596,596,1192,0,TA,0,1,2009,78000
331,90,RL,10624,5,4,1964,1964,84,TA,1728,Y,1728,0,1728,0,TA,0,1,2007,119000
332,20,RL,8176,5,6,1958,1992,0,TA,1056,Y,1056,0,1056,1,TA,0,1,2007,139000
333,20,RL,10655,8,5,2003,2004,296,Gd,3206,Y,1629,0,1629,1,Gd,1,3,2009,284000
334,120,RM,8198,7,5,2004,2004,146,Gd,1358,Y,1358,0,1358,1,Gd,1,2,2008,207000
335,60,RL,9042,6,5,1998,1998,0,TA,943,Y,943,695,1638,1,TA,2,2,2008,192000
336,190,RL,164660,5,6,1965,1965,0,TA,1499,Y,1619,167,1786,2,TA,2,2,2008,228950
337,20,RL,14157,9,5,2005,2006,200,Gd,1922,Y,1922,0,1922,1,Gd,1,3,2007,377426
338,20,RL,9135,7,5,2002,2003,113,Gd,1536,Y,1536,0,1536,1,Gd,0,2,2008,214000
339,20,RL,14145,7,7,1984,1998,0,Gd,1208,Y,1621,0,1621,1,Gd,0,2,2006,202500
340,20,RL,12400,6,7,1958,1998,176,TA,1215,Y,1215,0,1215,0,TA,0,1,2009,155000
341,60,RL,14191,8,5,2002,2002,0,Gd,967,Y,993,915,1908,0,Gd,0,2,2010,202900
342,20,RH,8400,4,4,1950,1950,0,Fa,721,Y,841,0,841,0,TA,0,1,2009,82000
343,90,RL,8544,3,4,1949,1950,340,TA,0,N,1040,0,1040,0,TA,0,2,2006,87500
344,120,RL,8849,9,5,2005,2005,616,Ex,1684,Y,1684,0,1684,0,Ex,1,2,2008,266000
345,160,RM,2592,5,3,1976,1976,0,TA,536,Y,536,576,1112,0,TA,0,1,2010,85000
346,50,RL,6435,6,5,1939,1950,0,TA,972,Y,972,605,1577,0,Fa,1,1,2006,140200
347,20,RL,12772,6,8,1960,1998,0,TA,958,Y,958,0,958,0,TA,0,1,2007,151500
348,20,RL,17600,6,5,1960,1960,30,TA,1478,Y,1478,0,1478,1,TA,2,2,2009,157500
349,160,RL,2448,7,5,2003,2004,106,Gd,764,Y,764,862,1626,1,Gd,0,2,2008,154000
350,60,RL,20431,9,5,2005,2006,870,Ex,1848,Y,1848,880,2728,1,Ex,2,3,2006,437154
351,120,RL,7820,9,5,2007,2007,362,Ex,1869,Y,1869,0,1869,0,Ex,1,2,2007,318061
352,120,RL,5271,7,5,1986,1986,0,TA,1453,Y,1453,0,1453,1,Gd,1,2,2006,190000
353,50,RL,9084,5,6,1941,1950,0,TA,616,N,616,495,1111,0,TA,0,1,2008,95000
354,30,RM,8520,6,8,1928,2003,0,TA,624,Y,720,0,720,0,TA,0,2,2010,105900
355,50,RL,8400,6,5,1940,2000,0,TA,940,Y,1192,403,1595,0,TA,2,1,2006,140000
356,20,RL,11249,6,5,1995,1995,0,Gd,1200,Y,1200,0,1200,1,Gd,0,2,2007,177500
357,20,RL,9248,6,6,1992,1992,106,TA,1158,Y,1167,0,1167,1,Gd,0,2,2009,173000
358,120,RM,4224,5,5,1976,1976,0,TA,1142,Y,1142,0,1142,1,TA,1,2,2007,134000
359,80,RL,6930,5,4,1958,1958,120,TA,1062,Y,1352,0,1352,0,Gd,0,1,2006,130000
360,60,RL,12011,8,5,1998,1998,530,Gd,1086,Y,1086,838,1924,1,Gd,1,2,2006,280000
361,85,RL,7540,6,6,1978,1978,0,TA,888,Y,912,0,912,1,TA,1,2,2007,156000
362,50,RL,9144,5,5,1940,1982,0,TA,883,Y,988,517,1505,1,TA,0,1,2008,145000
363,85,RL,7301,7,5,2003,2003,500,Gd,0,Y,495,1427,1922,0,Gd,1,2,2009,198500
364,160,RM,1680,6,8,1972,2007,510,TA,483,Y,483,504,987,0,Gd,0,1,2009,118000
365,60,RL,18800,6,5,1976,1976,120,TA,796,Y,790,784,1574,1,TA,1,2,2006,190000
366,70,RM,10690,5,7,1920,1997,0,TA,672,Y,672,672,1344,0,TA,0,1,2009,147000
367,20,RL,9500,6,5,1963,1963,247,TA,1394,Y,1394,0,1394,1,TA,2,2,2009,159000
368,80,RL,9150,6,5,1962,1962,305,TA,1099,Y,1431,0,1431,0,TA,1,1,2008,165000
369,20,RL,7800,5,6,1954,1954,200,TA,1268,Y,1268,0,1268,0,TA,1,1,2010,132000
370,20,RL,9830,5,7,1959,2006,0,TA,1063,Y,1287,0,1287,1,Gd,1,2,2010,162000
371,60,RL,8121,6,5,2000,2000,0,TA,953,Y,953,711,1664,0,TA,1,2,2006,172400
372,50,RL,17120,4,4,1959,1959,0,TA,0,Y,1120,468,1588,0,TA,1,2,2008,134432
373,120,RL,7175,6,5,1984,1984,0,TA,744,Y,752,0,752,1,TA,0,1,2010,125000
374,20,RL,10634,5,6,1953,1953,0,TA,608,Y,1319,0,1319,1,TA,0,1,2009,123000
375,60,RL,8200,7,5,2003,2004,0,Gd,847,Y,847,1081,1928,0,Gd,1,2,2007,219500
376,30,RL,10020,1,1,1922,1950,0,Fa,683,N,904,0,904,1,Fa,0,0,2009,61000
377,85,RL,8846,5,5,1996,1996,0,Gd,870,Y,914,0,914,0,TA,0,2,2006,148000
378,60,FV,11143,8,5,2004,2005,0,Gd,1580,Y,1580,886,2466,0,Gd,1,2,2007,340000
379,20,RL,11394,9,2,2010,2010,350,Gd,1856,Y,1856,0,1856,1,Ex,1,3,2010,394432
380,60,RL,8123,6,5,2000,2000,16,TA,982,Y,1007,793,1800,0,TA,1,2,2009,179000
381,50,RL,5000,5,6,1924,1950,0,TA,1026,Y,1026,665,1691,0,Gd,1,1,2010,127000
382,20,FV,7200,7,5,2006,2006,0,Gd,1293,Y,1301,0,1301,1,Gd,1,2,2006,187750
383,60,RL,9245,7,5,2006,2006,0,Gd,939,Y,939,858,1797,0,Gd,0,2,2007,213500
384,45,RH,9000,6,3,1928,1950,0,TA,784,N,784,0,784,0,TA,0,2,2009,76000
385,60,RL,53107,6,5,1992,1992,0,Gd,1580,Y,1079,874,1953,1,Gd,2,2,2007,240000
386,120,RL,3182,8,5,2004,2005,16,Gd,1256,Y,1269,0,1269,0,Gd,1,2,2010,192000
387,50,RL,8410,5,3,1910,1996,0,TA,658,Y,658,526,1184,0,TA,0,0,2006,81000
388,80,RL,7200,6,6,1976,1976,255,TA,1041,Y,1125,0,1125,1,TA,1,1,2009,125000
389,20,RL,9382,7,5,1999,2000,125,Gd,1468,Y,1479,0,1479,0,Gd,0,2,2008,191000
390,60,RL,12474,10,5,2007,2008,272,Ex,1682,Y,1742,590,2332,1,Ex,1,3,2008,426000
391,50,RL,8405,5,8,1900,1950,0,TA,861,Y,961,406,1367,1,TA,0,1,2008,119000
392,60,RL,12209,6,5,2001,2002,0,TA,804,Y,804,1157,1961,1,Gd,1,2,2009,215000
393,20,RL,8339,5,7,1959,1959,0,TA,0,Y,882,0,882,0,TA,0,1,2007,106500
394,30,RL,7446,4,5,1941,1950,0,TA,788,Y,788,0,788,0,TA,2,0,2006,100000
395,50,RL,10134,5,6,1940,1950,0,TA,735,Y,735,299,1034,0,TA,0,1,2007,109000
396,20,RL,9571,5,6,1956,1956,0,TA,1144,Y,1144,0,1144,1,TA,0,1,2010,129000
397,20,RL,7200,5,5,1972,1972,0,TA,894,Y,894,0,894,0,TA,0,2,2009,123000
398,60,RL,7590,5,5,1962,1962,288,TA,864,Y,876,936,1812,0,TA,1,1,2007,169500
399,30,RM,8967,5,2,1920,1950,0,TA,961,Y,1077,0,1077,0,TA,0,1,2007,67000
400,60,FV,8125,7,5,2006,2007,100,Gd,1092,Y,1112,438,1550,1,Gd,0,2,2009,241000
401,120,RL,14963,8,5,1996,1996,0,Gd,1260,Y,1288,0,1288,1,Ex,2,2,2008,245500
402,20,RL,8767,7,5,2005,2005,0,Gd,1310,Y,1310,0,1310,0,Gd,1,2,2006,164990
403,30,RL,10200,5,8,1940,1997,0,TA,672,Y,672,0,672,0,TA,0,1,2008,108000
404,60,RL,12090,8,5,1998,1998,650,Gd,1141,Y,1165,1098,2263,0,Gd,1,2,2006,258000
405,60,RL,10364,6,5,1995,1996,0,TA,806,Y,806,766,1572,0,TA,1,2,2007,168000
406,20,RL,9991,4,4,1976,1993,0,TA,1281,Y,1620,0,1620,1,TA,1,2,2009,150000
407,50,RL,10480,6,5,1936,1950,0,TA,1064,Y,1166,0,1639,0,TA,0,1,2008,115000
408,70,RL,15576,6,7,1915,1976,0,TA,840,Y,840,840,1680,0,TA,0,1,2008,177000
409,60,RL,14154,7,5,2006,2006,350,Gd,1063,Y,1071,1101,2172,0,Gd,1,3,2007,280000
410,60,FV,10800,8,5,2007,2008,100,Gd,1034,Y,1050,1028,2078,1,Ex,1,3,2008,339750
411,20,RL,9571,5,3,1958,1958,0,TA,1276,Y,1276,0,1276,0,TA,0,1,2009,60000
412,190,RL,34650,5,5,1955,1955,0,TA,1056,N,1056,0,1056,1,TA,0,2,2006,145000
413,20,FV,4403,7,5,2009,2009,432,Ex,1470,Y,1478,0,1478,1,Gd,1,2,2010,222000
414,30,RM,8960,5,6,1927,1950,0,TA,1008,Y,1028,0,1028,0,TA,1,2,2010,115000
415,60,RL,11228,7,5,1993,1993,0,Gd,1080,Y,1080,1017,2097,0,Gd,1,3,2008,228000
416,20,RL,8899,7,5,2007,2007,0,Gd,1340,Y,1340,0,1340,0,Gd,0,2,2007,181134
417,60,RL,7844,6,7,1978,1978,203,TA,672,Y,672,728,1400,0,TA,1,2,2006,149500
418,70,RL,22420,6,6,1918,1950,0,TA,1370,N,1370,1254,2624,1,TA,1,3,2007,239000
419,50,RL,8160,5,6,1940,1950,0,TA,756,N,756,378,1134,1,TA,0,1,2007,126000
420,20,RL,8450,5,6,1968,1968,0,TA,1056,Y,1056,0,1056,1,TA,1,1,2010,142000
421,90,RM,7060,7,5,1997,1998,200,TA,1344,Y,1344,0,1344,2,TA,0,4,2008,206300
422,20,RL,16635,6,7,1977,2000,126,Gd,1602,Y,1602,0,1602,0,Gd,1,2,2009,215000
423,20,RL,21750,5,5,1954,1954,0,TA,988,Y,988,0,988,0,TA,0,2,2008,113000
424,60,RL,9200,8,5,1998,1998,473,Gd,1470,Y,1470,1160,2630,1,Gd,1,3,2008,315000
425,20,RL,9000,6,5,1956,1956,74,TA,1196,Y,1196,0,1196,1,TA,1,1,2008,139000
426,60,RM,3378,7,8,1946,1992,0,TA,651,Y,707,682,1389,0,TA,2,1,2009,135000
427,80,RL,12800,7,5,1989,1989,145,Gd,1518,Y,1644,0,1644,1,Gd,1,2,2009,275000
428,20,RL,8593,4,6,1957,1957,0,TA,907,Y,907,0,907,0,TA,0,1,2008,109008
429,20,RL,6762,7,5,2007,2007,108,Gd,1208,Y,1208,0,1208,1,Gd,0,2,2007,195400
430,20,RL,11457,6,5,1988,1988,0,TA,1392,Y,1412,0,1412,1,Gd,1,2,2009,175000
431,160,RM,1680,6,5,1971,1971,232,TA,483,Y,483,504,987,0,TA,0,1,2008,85400
432,50,RM,5586,6,7,1920,1998,0,TA,901,Y,1088,110,1198,0,TA,0,0,2008,79900
433,160,RM,1920,5,5,1971,1971,376,TA,765,Y,765,600,1365,1,TA,0,2,2007,122500
434,60,RL,10839,6,5,1997,1998,0,TA,926,Y,926,678,1604,0,TA,1,2,2008,181000
435,180,RM,1890,4,7,1972,1972,0,TA,630,Y,630,0,630,1,TA,0,0,2008,81000
436,60,RL,10667,7,6,1996,1996,0,Gd,799,Y,827,834,1661,1,Gd,1,2,2009,212000
437,50,RM,4400,6,8,1920,1950,0,TA,648,Y,734,384,1118,0,TA,0,2,2006,116000
438,45,RM,6000,6,7,1926,2004,0,Gd,884,Y,904,0,904,0,TA,0,1,2009,119000
439,30,RL,4280,5,6,1913,2002,0,TA,440,N,694,0,694,0,Gd,1,1,2007,90350
440,50,RL,12354,6,8,1920,2000,0,TA,684,Y,684,512,1196,0,Gd,0,2,2009,110000
441,20,RL,15431,10,5,2008,2008,200,Ex,3094,Y,2402,0,2402,1,Ex,2,3,2009,555000
442,90,RL,12108,4,4,1955,1955,270,TA,1440,N,1440,0,1440,0,Fa,0,0,2008,118000
443,50,RM,6240,5,7,1930,1992,0,TA,1078,Y,1128,445,1573,0,TA,1,2,2008,162900
444,120,RL,3922,7,5,2006,2007,72,Gd,1258,Y,1258,0,1258,0,Gd,1,3,2007,172500
445,60,RL,8750,7,5,1994,1995,0,Gd,915,Y,933,975,1908,1,Gd,1,2,2008,210000
446,20,RL,9855,6,5,1956,1956,0,TA,1436,Y,1689,0,1689,0,TA,1,2,2009,127500
447,20,RL,16492,6,6,1966,2002,0,Gd,1517,Y,1888,0,1888,0,Gd,1,2,2010,190000
448,60,RL,11214,7,5,1998,1999,0,Gd,930,Y,956,930,1886,0,Gd,1,2,2006,199900
449,50,RM,8600,6,6,1937,1950,0,TA,780,Y,780,596,1376,0,TA,1,1,2006,119500
450,50,RM,6000,3,7,1948,2002,0,TA,649,Y,679,504,1183,0,TA,0,1,2007,120000
451,30,RM,5684,6,8,1930,2005,0,TA,813,Y,813,0,813,0,Gd,0,1,2006,110000
452,20,RL,70761,7,5,1975,1975,0,TA,1533,Y,1533,0,1533,1,Gd,2,2,2006,280000
453,60,RL,9303,6,5,1996,1997,42,Gd,872,Y,888,868,1756,1,TA,0,2,2007,204000
454,60,FV,9000,8,5,2008,2008,0,Gd,768,Y,786,804,1590,0,Gd,0,2,2009,210000
455,90,RL,9297,5,5,1976,1976,0,TA,1728,Y,1728,0,1728,2,TA,0,2,2006,188000
456,20,RL,9600,7,6,1973,1973,320,TA,1242,Y,1242,0,1242,0,TA,1,2,2007,175500
457,70,RM,4571,5,5,1916,1950,0,TA,624,N,624,720,1344,0,TA,0,3,2008,98000
458,20,RL,53227,4,6,1954,1994,0,TA,1364,Y,1663,0,1663,1,Gd,2,2,2008,256000
459,70,RM,5100,8,7,1925,1996,0,TA,588,Y,833,833,1666,0,Gd,1,1,2008,161000
460,50,RL,7015,5,4,1950,1950,161,TA,709,Y,979,224,1203,1,Gd,1,1,2009,110000
461,60,FV,8004,8,5,2009,2009,110,Gd,832,Y,832,1103,1935,1,TA,0,2,2009,263435
462,70,RL,7200,7,9,1936,2007,0,Gd,560,Y,575,560,1135,1,Gd,0,2,2009,155000
463,20,RL,8281,5,5,1965,1965,0,TA,864,Y,864,0,864,0,TA,1,1,2009,62383
464,70,RL,11988,6,7,1934,1995,0,TA,715,Y,849,811,1660,0,TA,1,1,2008,188700
465,20,RL,8430,5,5,1978,1978,136,TA,1040,Y,1040,0,1040,0,TA,0,0,2009,124000
466,120,RM,3072,7,5,2004,2004,18,Gd,1375,Y,1414,0,1414,0,Gd,1,2,2006,178740
467,20,RL,10628,7,5,1970,1970,0,TA,1277,Y,1277,0,1277,1,TA,1,2,2007,167000
468,70,RL,9480,5,7,1942,1995,224,TA,728,Y,888,756,1644,0,Gd,2,1,2007,146500
469,20,RL,11428,8,5,2006,2006,248,Gd,1626,Y,1634,0,1634,0,Gd,1,3,2007,250000
470,60,RL,9291,6,5,1993,1993,120,Gd,832,Y,832,878,1710,0,Gd,0,2,2008,187000
471,120,RL,6820,8,5,1985,1985,0,Gd,1488,Y,1502,0,1502,1,Gd,0,2,2010,212000
472,60,RL,11952,7,6,1977,1977,0,TA,808,Y,1161,808,1969,0,TA,1,2,2007,190000
473,180,RM,3675,6,5,2005,2005,80,TA,547,Y,1072,0,1072,1,TA,0,2,2008,148000
474,20,RL,14977,8,5,2006,2007,304,Gd,1976,Y,1976,0,1976,1,Gd,1,3,2007,440000
475,120,RL,5330,8,5,2000,2000,0,Gd,1494,Y,1652,0,1652,1,Ex,0,2,2007,251000
476,20,RL,8480,5,6,1963,1963,0,TA,970,Y,970,0,970,1,TA,0,2,2007,132500
477,20,RL,13125,6,5,1997,1998,215,TA,1478,Y,1493,0,1493,1,Gd,1,2,2008,208900
478,60,RL,13693,9,5,2006,2006,772,Ex,2153,Y,2069,574,2643,0,Ex,1,3,2007,380000
479,20,RL,10637,8,5,2007,2008,336,Gd,1705,Y,1718,0,1718,1,Gd,1,3,2009,297000
480,30,RM,5925,4,7,1937,2000,435,TA,907,Y,1131,0,1131,0,TA,0,2,2007,89471
481,20,RL,16033,9,5,2004,2005,378,Gd,1833,Y,1850,0,1850,1,Gd,1,3,2006,326000
482,20,RL,11846,9,5,2003,2004,562,Gd,1792,Y,1792,0,1792,1,Ex,1,3,2006,374000
483,70,RM,2500,7,8,1915,2005,0,Gd,910,Y,916,910,1826,1,Ex,1,1,2009,155000
484,120,RM,4500,6,5,1998,1998,116,TA,1216,Y,1216,0,1216,1,TA,0,2,2006,164000
485,20,RL,7758,5,7,1962,2001,0,TA,999,Y,999,0,999,1,Gd,0,1,2007,132500
486,20,RL,9600,5,7,1950,2007,0,Gd,1113,Y,1113,0,1113,0,Gd,1,1,2009,147000
487,20,RL,10289,5,7,1965,1965,168,TA,1073,Y,1073,0,1073,1,TA,0,2,2007,156000
488,20,RL,12243,5,6,1971,1971,0,TA,1484,Y,1484,0,1484,0,TA,1,2,2007,175000
489,190,RL,10800,5,4,1900,1970,0,TA,954,N,1766,648,2414,0,TA,1,2,2006,160000
490,180,RM,1526,4,8,1970,2002,0,TA,630,Y,630,0,630,1,Gd,0,1,2009,86000
491,160,RM,2665,5,6,1976,1976,0,TA,264,Y,616,688,1304,0,TA,1,1,2008,115000
492,50,RL,9490,6,7,1941,1950,0,TA,806,Y,958,620,1578,1,Fa,2,1,2006,133000
493,60,RL,15578,6,5,2006,2006,0,Gd,728,Y,728,728,1456,0,TA,0,2,2006,172785
494,20,RL,7931,5,6,1960,1960,0,TA,1269,Y,1269,0,1269,0,TA,1,1,2008,155000
495,30,RM,5784,5,8,1938,1996,0,TA,190,Y,886,0,886,0,TA,0,1,2009,91300
496,30,C (all),7879,4,5,1920,1950,0,TA,720,N,720,0,720,0,TA,0,0,2009,34900
497,20,RL,12692,8,5,1992,1993,0,Gd,3200,Y,3228,0,3228,1,Gd,1,2,2007,430000
498,50,RL,9120,7,6,1925,1950,0,TA,1026,Y,1133,687,1820,1,TA,0,1,2008,184000
499,20,RL,7800,5,7,1967,2004,89,TA,864,Y,899,0,899,0,Gd,0,1,2009,130000
500,20,RL,7535,5,7,1958,1985,0,TA,912,Y,912,0,912,0,TA,0,1,2007,120000
501,160,RM,1890,6,5,1973,1973,285,TA,672,Y,672,546,1218,0,TA,0,1,2007,113000
502,60,FV,9803,7,5,2005,2005,0,Gd,866,Y,866,902,1768,0,Gd,0,2,2008,226700
503,20,RL,9170,5,7,1965,1965,0,TA,1214,Y,1214,0,1214,1,TA,0,2,2007,140000
504,20,RL,15602,7,8,1959,1997,0,TA,1501,Y,1801,0,1801,1,TA,2,2,2010,289000
505,160,RL,2308,6,5,1974,1974,0,TA,855,Y,855,467,1322,0,TA,1,2,2009,147000
506,90,RM,7596,5,5,1952,1952,360,TA,960,Y,960,1000,1960,0,TA,0,2,2009,124500
507,60,RL,9554,8,5,1993,1994,125,Gd,777,Y,1065,846,1911,0,Gd,1,2,2006,215000
508,20,FV,7862,6,5,2009,2009,0,Gd,1218,Y,1218,0,1218,0,Gd,0,2,2009,208300
509,70,RM,9600,7,9,1928,2005,0,TA,689,Y,689,689,1378,0,Gd,1,2,2008,161000
510,20,RL,9600,5,6,1959,1959,132,TA,1041,Y,1041,0,1041,1,TA,0,1,2009,124500
511,20,RL,14559,5,7,1951,2000,70,Gd,1008,Y,1363,0,1363,1,TA,2,1,2009,164900
